省份,城市,河流,流域,断面名称,监测时间,pH,溶解氧,高锰酸钾,氨氮,总磷,总氮
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-18 16:00,8.64,11.072,2.811,0.025,0.0483,1.35
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-18 20:00,8.336,10.239,2.534,0.038,0.0393,2.022
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-18 20:00,8.556,11.555,4.113,0.025,0.0448,0.481
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-18 20:00,8.359,10.468,4.712,0.1012,0.0999,2.437
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-18 20:00,7.836,10.34,2.548,0.025,0.0594,1.967
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-18 20:00,8.199,9.567,4.137,0.025,0.0439,1.006
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-18 20:00,8.59,10.907,2.314,0.025,0.0453,1.314
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-19 0:00,8.319,10.256,2.534,0.0453,0.0366,1.982
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-19 0:00,8.447,11.017,4.113,0.025,0.048,0.519
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-19 0:00,8.278,10.118,4.712,0.1118,0.1078,2.488
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-19 0:00,7.808,10.255,2.548,0.025,0.0562,1.608
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-19 0:00,8.155,8.812,4.137,0.025,0.053265608,1.003
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-19 0:00,8.46,10.488,2.139,0.025,0.0401,1.364
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-19 4:00,8.31,10.247,2.402,0.0465,0.053266244,1.995
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-19 4:00,8.334,10.332,4.177,0.025,0.0481,0.684
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-19 4:00,8.248,10.006,4.942,0.1105,0.1127,2.417
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-19 4:00,7.821,10.194,2.635,0.025,0.0593,1.755
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-19 4:00,8.325,10.063,3.968,0.025,0.029,1.015
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-19 4:00,8.4,10.264,2.088,0.025,0.039,1.356
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-19 8:00,8.303,10.237,2.529,0.0525,0.053268152,1.947
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-19 8:00,8.272,10.052,4.178,0.025,0.0503,0.542
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-19 8:00,8.22,9.865,5.121,0.1524,0.1297,2.469
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-19 8:00,7.829,10.252,2.692,0.025,0.0663,1.877
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-19 8:00,8.254,9.826,4.158,0.025,0.0318,0.998
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-19 8:00,8.38,10.204,2.049,0.025,0.0417,1.355
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-19 12:00,8.337,10.344,2.16,0.0487,0.05327006,2.023
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-19 12:00,8.393,10.82,4.417,0.025,0.0524,0.794
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-19 12:00,8.251,10.035,5.018,0.0708,0.1285,2.35
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-19 12:00,8.004,11.121,3.045,0.025,0.0607,1.857
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-19 12:00,8.333,10.339,4.651,0.025,0.0326,1.014
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-19 12:00,8.56,10.928,2.215,0.025,0.0408,1.283
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-19 16:00,8.42,10.448,2.513,0.0508,0.053271968,1.963
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-19 16:00,8.509,11.479,4.681,0.025,0.0542,0.77
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-19 16:00,8.281,10.191,5.019,0.1148,0.1254,2.525
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-19 16:00,8.098,11.554,3.001,0.025,0.0635,2.189
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-19 16:00,8.408,10.518,4.491,0.025,0.0297,1.01
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-19 16:00,8.65,11.22,2.254,0.025,0.0402,1.277
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-19 20:00,8.437,10.426,2.514,0.0514,0.005,1.998
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-19 20:00,8.468,11.217,4.664,0.025,0.0523,0.773
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-19 20:00,8.278,10.16,5.457,0.0835,0.1544,2.589
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-19 20:00,8.032,11.145,3.056,0.025,0.0752,2.144
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-19 20:00,8.372,10.352,3.984,0.025,0.0344,0.98
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-19 20:00,8.6,10.712,2.207,0.025,0.0399,1.307
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-20 0:00,8.427,10.358,2.514,0.0474,0.005,2.087
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-20 0:00,8.393,10.709,4.664,0.025,0.0526,0.758
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-20 0:00,8.279,10.129,5.457,0.1273,0.1452,2.5
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-20 0:00,7.932,10.679,3.056,0.025,0.0736,2.094
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-20 0:00,8.317,10.166,3.984,0.025,0.0287,0.985
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-20 0:00,8.49,10.493,2.184,0.025,0.0402,1.335
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-20 4:00,8.421,10.36,2.456,0.0332,0.053277692,2
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-20 4:00,8.311,10.289,4.37,0.025,0.0528,0.759
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-20 4:00,8.268,10.123,4.472,0.0791,0.1167,2.259
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-20 4:00,7.923,10.534,3.139,0.025,0.0824,2.112
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-20 4:00,8.326,10.123,3.738,0.025,0.0268,0.938
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-20 4:00,8.53,10.53,2.224,0.025,0.0379,1.237
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-20 8:00,8.393,10.275,2.439,0.0369,0.0532796,2.024
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-20 8:00,8.263,10.032,4.348,0.025,0.0518,0.773
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-20 8:00,8.266,10.144,3.922,0.0505,0.0989,1.816
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-20 8:00,7.825,10.191,2.874,0.025,0.0763,2.038
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-20 8:00,8.306,9.814,4.299,0.025,0.0256,0.925
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-20 8:00,8.44,10.344,2.083,0.025,0.0424,1.301
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-20 12:00,8.403,10.348,2.238,0.0306,0.005,2.093
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-20 12:00,8.432,10.96,4.75,0.025,0.057,0.829
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-20 12:00,8.284,10.259,3.643,0.0509,0.0897,1.742
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-20 12:00,7.976,10.688,3.32,0.025,0.0759,2.384
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-20 12:00,8.287,9.733,3.932,0.025,0.0371,0.959
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-20 12:00,8.49,10.381,2.112,0.025,0.0403,1.312
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-20 16:00,8.438,10.494,2.084,0.025,0.0284,1.935
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-20 16:00,8.604,12.216,5.795,0.025,0.0653,0.931
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-20 16:00,8.328,10.376,3.75,0.0679,0.0851,1.749
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-20 16:00,8.421,13.152,4.268,0.025,0.0707,2.654
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-20 16:00,8.459,10.308,3.308,0.025,0.0237,0.938
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-20 16:00,8.62,10.877,2.086,0.025,0.0359,1.284
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-20 20:00,8.394,10.228,1.841,0.0276,0.0281,2.079
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-20 20:00,8.387,10.685,4.679,0.025,0.0533,0.769
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-20 20:00,8.309,10.157,3.359,0.072,0.0784,1.708
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-20 20:00,8.114,11.318,3.936,0.025,0.0612,2.517
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-20 20:00,8.274,9.659,3.721,0.025,0.0191,0.944
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-20 20:00,8.73,10.891,2.163,0.025,0.0379,1.14
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-21 0:00,8.374,10.22,2.188,0.0316,0.027,1.989
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-21 0:00,8.313,10.199,4.679,0.025,0.0518,0.752
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-21 0:00,8.272,10.145,3.359,0.0764,0.0767,1.7
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-21 0:00,8.057,10.917,3.934,0.025,0.0574,2.05
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-21 0:00,8.139,8.412,3.4,0.025,0.0165,0.94
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-21 0:00,8.85,10.758,2.173,0.025,0.0357,1.06
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-21 4:00,8.32,9.981,2.169,0.0368,0.0257,1.973
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-21 4:00,8.245,9.767,4.36,0.025,0.0498,0.503
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-21 4:00,8.257,9.994,3.19,0.0874,0.0768,1.698
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-21 4:00,8.023,10.6,3.833,0.025,0.0577,2.05
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-21 4:00,7.862,6.444,2.191,0.025,0.0144,0.953
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-21 4:00,8.74,10.437,2.22,0.025,0.0365,1.086
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-21 8:00,8.33,10.09,2.302,0.0431,0.0249,1.597
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-21 8:00,8.218,9.856,4.489,0.025,0.0488,0.578
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-21 8:00,8.247,9.958,3.324,0.0955,0.0723,1.69
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-21 8:00,8,10.534,4.069,0.025,0.0618,2.154
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-21 8:00,7.631,2.754,2.892,0.025,0.0204,0.941
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-21 8:00,8.65,10.246,2.13,0.025,0.0367,1.106
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-21 12:00,8.352,10.222,2.051,0.0258,0.0239,1.938
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-21 12:00,8.324,10.373,4.741,0.025,0.0566,0.824
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-21 12:00,8.275,10.127,3.169,0.0893,0.0696,1.795
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-21 12:00,8.23,11.77,4.57,0.025,0.0638,2.189
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-21 12:00,8.319,9.739,2.286,0.025,0.0212,0.981
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-21 12:00,8.76,10.683,2.174,0.025,0.0367,1.08
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-21 16:00,8.447,10.503,1.649,0.0286,0.0235,1.559
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-21 16:00,8.39,10.801,4.744,0.025,0.0526,0.514
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-21 16:00,8.352,10.413,2.941,0.0871,0.0639,1.637
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-21 16:00,8.357,12.609,4.416,0.025,0.0624,2.154
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-21 16:00,8.216,8.961,2.676,0.025,0.015,0.95
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-21 16:00,8.88,10.848,2.038,0.025,0.0377,1.081
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-21 20:00,8.4,10.319,1.862,0.0279,0.0239,1.574
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-21 20:00,8.318,10.386,4.417,0.025,0.0524,0.488
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-21 20:00,8.325,10.089,2.977,0.0957,0.0618,1.598
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-21 20:00,8.356,12.016,4.155,0.025,0.0545,2.031
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-21 20:00,7.867,6.79,2.664,0.025,0.0175,0.963
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-21 20:00,8.91,11.233,2.22,0.025,0.0364,1.007
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-22 0:00,8.38,10.176,1.733,0.0311,0.0239,1.595
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-22 0:00,8.291,10.145,4.417,0.025,0.0508,0.504
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-22 0:00,8.255,10.025,2.977,0.1041,0.0633,1.587
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-22 0:00,8.429,12.373,4.195,0.025,0.0522,1.765
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-22 0:00,7.599,3.34,2.664,0.025,0.019,0.977
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-22 0:00,8.89,10.703,2.17,0.025,0.0363,0.985
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-22 4:00,8.373,10.1,2.117,0.0313,0.0235,1.606
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-22 4:00,8.214,9.676,4.401,0.025,0.0514,0.588
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-22 4:00,8.244,9.907,2.796,0.1126,0.058,1.619
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-22 4:00,8.239,11.418,4.066,0.025,0.0533,1.842
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-22 4:00,7.724,5.209,2.288,0.025,0.0194,0.981
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-22 4:00,8.9,10.993,2.202,0.025,0.0368,0.963
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-22 8:00,8.338,10.172,2.255,0.0307,0.0245,1.576
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-22 8:00,8.222,9.867,4.731,0.025,0.0531,0.722
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-22 8:00,8.268,9.905,3.05,0.1246,0.057,1.596
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-22 8:00,8.271,11.617,4.399,0.025,0.054,1.85
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-22 8:00,7.736,5.461,2.368,0.025,0.0212,0.992
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-22 8:00,8.86,10.363,2.117,0.025,0.0393,0.956
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-22 12:00,8.362,10.167,1.807,0.0281,0.024,1.567
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-22 12:00,8.328,10.515,5.091,0.025,0.0513,0.716
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-22 12:00,8.412,10.656,2.858,0.0362,0.0567,1.609
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-22 12:00,8.382,12.411,4.63,0.025,0.0585,1.945
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-22 12:00,8.172,8.681,2.805,0.025,0.0169,1.024
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-22 12:00,8.84,10.24,2.244,0.0266,0.039,0.976
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-22 16:00,8.404,10.441,1.866,0.028,0.0246,1.604
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-22 16:00,8.473,11.044,5.794,0.025,0.0621,0.818
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-22 16:00,8.413,10.673,3.049,0.0351,0.0582,1.615
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-22 16:00,8.654,14.565,5.755,0.025,0.0748,2.298
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-22 16:00,7.751,6.383,2.869,0.025,0.0177,1.022
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-22 20:00,8.341,10.279,1.789,0.031,0.0243,1.577
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-22 20:00,8.353,10.574,5.011,0.025,0.0566,0.741
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-22 20:00,8.313,10.288,3.042,0.051,0.0573,1.613
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-22 20:00,8.374,12.427,4.495,0.025,0.0566,1.969
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-22 20:00,8.306,10.019,2.923,0.025,0.053309175,1.038
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-22 20:00,8.91,10.621,2.215,0.025,0.0376,0.948
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-23 0:00,8.314,10.164,1.898,0.0295,0.031,1.86
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-23 0:00,8.143,9.459,5.011,0.025,0.0512,0.514
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-23 0:00,8.195,9.913,3.042,0.0687,0.051,1.661
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-23 0:00,8.277,11.797,4.154,0.025,0.056,2.077
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-23 0:00,8.296,9.8,3.338,0.025,0.053311083,1.067
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-23 0:00,8.93,10.573,2.201,0.025,0.0362,1.063
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-23 4:00,8.303,10.128,2.267,0.025,0.0363,1.958
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-23 4:00,8.122,9.257,4.323,0.025,0.0481,0.536
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-23 4:00,8.196,9.865,2.688,0.0712,0.0517,1.587
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-23 4:00,8.229,11.267,4.109,0.025,0.0545,1.948
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-23 4:00,8.224,9.778,3.529,0.025,0.053312992,1.042
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-23 4:00,8.82,10.395,2.071,0.025,0.0365,1.103
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-23 8:00,8.301,10.114,2.275,0.025,0.036,1.916
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-23 8:00,8.098,9.041,4.353,0.025,0.0477,0.562
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-23 8:00,8.258,10.073,2.843,0.0524,0.0506,1.52
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-23 8:00,8.235,11.181,4.103,0.025,0.0553,2.037
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-23 8:00,8.221,9.746,4.135,0.025,0.0533149,1.026
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-23 8:00,8.83,10.252,2.088,0.025,0.0369,1.081
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-23 12:00,8.311,10.175,2.153,0.025,0.046,1.979
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-23 12:00,8.136,9.326,4.208,0.025,0.0488,0.489
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-23 12:00,8.289,10.252,2.997,0.0441,0.0601,1.526
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-23 12:00,8.334,11.904,4.386,0.025,0.0575,2.019
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-23 12:00,8.269,9.919,3.172,0.025,0.053316808,1.109
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-23 12:00,8.88,10.343,2.13,0.025,0.037,1.074
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-23 16:00,8.331,10.223,2.688,0.025,0.0429,1.955
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-23 16:00,8.168,9.767,4.528,0.025,0.0519,0.801
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-23 16:00,8.296,10.244,3.059,0.0325,0.0668,1.593
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-23 16:00,8.415,12.115,4.533,0.025,0.0636,1.973
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-23 16:00,8.281,10.005,3.363,0.025,0.0478,1.009
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-23 16:00,8.89,10.342,2.134,0.025,0.035,1.068
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-23 20:00,8.329,10.19,2.295,0.025,0.0386,1.96
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-23 20:00,8.145,9.446,4.308,0.025,0.0477,0.781
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-23 20:00,8.276,10.199,3.34,0.025,0.0796,1.576
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-23 20:00,8.374,11.681,4.444,0.025,0.0666,1.986
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-23 20:00,8.296,9.849,3.092,0.025,0.0413,1.075
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-23 20:00,8.88,10.595,2.134,0.025,0.0365,1.06
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-24 0:00,8.295,10.07,2.004,0.025,0.0391,1.946
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-24 0:00,8.1,9.412,4.308,0.028,0.0499,0.89
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-24 0:00,8.254,10.119,3.34,0.025,0.0852,1.576
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-24 0:00,8.154,10.907,4.178,0.025,0.0681,2.019
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-24 0:00,8.314,9.777,2.839,0.025,0.0366,1.041
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-24 0:00,8.84,10.232,2.272,0.025,0.0344,0.955
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-24 4:00,8.314,10.128,2.343,0.0267,0.0342,1.876
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-24 4:00,8.055,9.125,4.332,0.025,0.0542,0.88
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-24 4:00,8.223,10.054,3.111,0.025,0.0797,1.646
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-24 4:00,8.115,10.558,4.065,0.025,0.0632,1.889
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-24 4:00,8.246,9.679,2.766,0.025,0.0359,0.985
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-24 4:00,8.8,10.137,2.113,0.025,0.0356,1.113
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-24 8:00,8.305,10.177,2.284,0.0363,0.0313,1.851
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-24 8:00,7.991,9.034,4.617,0.0459,0.0495,1.02
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-24 8:00,8.233,10.066,3.203,0.025,0.0803,1.608
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-24 8:00,7.898,10.045,3.734,0.025,0.0648,2.021
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-24 8:00,8.27,9.637,2.863,0.025,0.0303,0.954
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-24 8:00,8.8,9.913,2.079,0.025,0.0351,1.084
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-24 12:00,8.328,10.278,1.954,0.025,0.0331,1.902
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-24 12:00,8.06,9.467,4.298,0.025,0.0526,0.966
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-24 12:00,8.264,10.198,3.431,0.025,0.0899,1.623
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-24 12:00,7.902,10.181,3.899,0.025,0.0694,2.064
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-24 12:00,8.303,9.986,3.225,0.025,0.0449,0.936
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-24 12:00,8.86,10.698,2.41,0.025,0.0483,1.142
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-24 16:00,8.342,10.362,2.043,0.0266,0.0362,1.785
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-24 16:00,8.079,9.678,4.782,0.0945,0.0549,1.237
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-24 16:00,8.294,10.338,3.51,0.025,0.0899,1.645
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-24 16:00,7.909,10.339,3.968,0.025,0.0672,2.102
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-24 16:00,8.307,10.186,3.418,0.025,0.0563,0.962
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-24 16:00,8.9,11.002,2.355,0.025,0.0399,1.115
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-24 20:00,8.323,10.12,2.187,0.025,0.027,1.713
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-3-24 20:00,8.062,9.499,4.602,0.0715,0.0535,1.16
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-3-24 20:00,8.271,10.258,3.083,0.025,0.081,1.61
江苏省,无锡市,太湖,太湖流域,拖山,2023-3-24 20:00,7.74,9.729,3.391,0.025,0.056,1.863
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-3-24 20:00,8.22,9.177,2.778,0.025,0.0262,0.941
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-3-24 20:00,8.85,10.751,2.361,0.025,0.04,1.092
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-3-25 0:00,8.319,10.306,2.071,0.0308,0.0244,1.812
